,,,source,author,title,description,url,urlToImage,publishedAt,content,category,country
,,,"{'id': None, 'name': 'The Indian Express'}",The Indian Express,Watch: Ravindra Jadejaâ€™s wife touches his feet post Chennaiâ€™s fifth IPL triumph - The Indian Express,,https://indianexpress.com/article/sports/ipl/watch-ravindra-jadejas-wife-touches-his-feet-post-chennais-fifth-ipl-triumph-8638338/,,2023-05-31T07:02:16Z,,general,in
,,,"{'id': None, 'name': 'India Today'}",India Today Web Desk,Anti-tobacco warnings on OTT platforms a must: Health ministry's new rules - India Today,The Union Health Ministry has issued a notification mandating anti-tobacco warnings for OTT platforms. The health ministry and Ministry of Information and Broadcasting will take strict action upon failure to comply with the rules.,https://www.indiatoday.in/india/story/anti-tobacco-warnings-on-ott-platforms-a-must-health-ministrys-new-rules-2386804-2023-05-31,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202305/tobacco-_3.jpeg?VersionId=BgzxtDwNgP95jl_aMVBpNUR_cv2N_Fzg,2023-05-31T06:55:16Z,By India Today Web Desk: The Union Health Ministry on Wednesday mandated anti-tobacco warnings for OTT platforms. The ministry's notification laid down new rules for anti-tobacco warnings for publishâ€¦ [+2133 chars],general,in
,,,"{'id': None, 'name': 'NDTV News'}",,"BJP's Retort After Rahul Gandhi Says ""PM Would Start Explaining To God..."" - NDTV","Congress leader Rahul Gandhi today targeted Prime Minister Narendra Modi and the ruling BJP as he addressed the Indian diaspora in the US, where he is on a six-day tour.",https://www.ndtv.com/india-news/pm-narendra-modi-would-start-explaining-to-god-rahul-gandhis-dig-bjps-retort-4081288,https://c.ndtvimg.com/2023-05/tosjhn4g_rahul-gandhi_625x300_31_May_23.jpg,2023-05-31T06:51:51Z,"Rahul Gandhi's comments drew a sharp response from the BJP
New Delhi: Congress leader Rahul Gandhi targeted Prime Minister Narendra Modi and the ruling BJP on Tuesday as he addressed the Indian diasâ€¦ [+2029 chars]",general,in
,,,"{'id': None, 'name': 'Hindustan Times'}",HT News Desk,"LIVE: Army foils infiltration bid in J&K's Poonch, 3 terrorists injured - Hindustan Times","Breaking news highlights May 31, 2023: Get latest news, breaking news, updates, live news, top headlines, breaking business news and top news of the hour.",https://www.hindustantimes.com/india-news/breaking-news-live-updates-may-31-2023-101685497974906.html,https://www.hindustantimes.com/ht-img/img/2023/05/31/1600x900/WhatsApp_Image_2021-09-18_at_09.42.18_1631944439782_1685498396418.jpeg,2023-05-31T06:46:21Z,"If single allegation against me proven, will hang self, says WFI chief
#WATCH | ""If a single allegation against me is proven, I will hang myself. If you (wrestlers) have any evidence, present it to â€¦ [+391 chars]",general,in
,,,"{'id': None, 'name': 'India.com'}",Devadyuti Das,"MS Dhoni Set To Be Admitted In Hospital, Days After CSK`s IPL 2023 Title Win: Report - Zee News",â€œJaha se chorte hai wahi se fir se shuru hoti hai Hamari dosti. Never been a time where we met and didnâ€™t remember our good old days. Some funny memories comes back to the life every time we meet.â€ Jaha se chorte hai wahi se fir se shuru hoti hai Hamari dostiâ€¦,https://zeenews.india.com/cricket/ms-dhoni-set-to-be-admitted-in-hospital-days-after-csk-s-ipl-2023-title-win-report-2615943.html,https://english.cdn.zeenews.com/sites/default/files/2023/05/31/1210647-dhoniknee1.jpg,2023-05-31T06:18:41Z,"Chennai Super Kings (CSK) skipper MS Dhoni is set to be admitted at Kolkilaben Hospital in Mumbai, just days after winning a record-equalling fifth IPL title on Monday night. CSK defeated defending câ€¦ [+2728 chars]",general,in
,,,"{'id': None, 'name': 'Bqprime.com'}",Aditi Shah,"Samsung Galaxy F54 5G: Launch Date, Expected Price, Features, And Other Key Details - BQ Prime","Interested individuals who pre-reserve the smartphone can avail benefits of Rs 2,000 when it goes up for pre-order.",https://www.bqprime.com/technology/samsung-galaxy-f54-5g-launch-date-expected-price-features-and-other-key-details-bqc,https://gumlet.assettype.com/bloombergquint%2F2023-05%2F0c075d4e-0581-4269-968d-37962d4c7b22%2FWhatsApp_Image_2023_05_31_at_11_07_07.jpeg?w=1200&auto=format%2Ccompress&ogImage=true,2023-05-31T06:09:14Z,"As per media reports and leaks, this upcoming 5G smartphone will come with a 108-megapixel camera. Samsung has also teased many of the camera features on its website like 'Nightphotography', 'Astrolaâ€¦ [+336 chars]",general,in
,,,"{'id': None, 'name': 'Moneycontrol'}",Reuters,Ukraine war comes to Moscow as drones strike both capitals: See Pics - Moneycontrol,"Ukrainian drones struck wealthy districts of Moscow, Russia said in what one politician called the most dangerous attack since World War Two. Meanwhile, Kyiv was also hit from the air for the third time in 24 hours.",https://www.moneycontrol.com/news/photos/world/ukraine-war-comes-to-moscow-as-drones-strike-both-capitals-see-pics-10708281.html,https://images.moneycontrol.com/static-mcnews/2023/05/14-drone-hit-moscow-770x433.jpg,2023-05-31T06:02:28Z,,general,in
,,,"{'id': None, 'name': 'The Indian Express'}",The Indian Express,"Deepika Padukone was a dance teacher, Ranbir Kapoor a prankster: Ayan Mukerji, Kalki Koechlin on 10 years of YJHD - The Indian Express",,https://indianexpress.com/article/entertainment/bollywood/yeh-jawaani-hai-deewani-10-years-deepika-padukone-ranbir-kapoor-ayan-mukerji-8638101/,,2023-05-31T05:54:12Z,,general,in
,,,"{'id': None, 'name': 'India Today'}",Himanshu Mishra,"Delhi murder case: Sahil bought knife from Haridwar, was seen roaming, sitting in park after killing Sakshi, say police - India Today",SahilÂ was present in the area for about half an hour after he stabbed the minor over 20 times and bludgeoned her with a slab in Delhi's Shahabad Dairy area on Sunday.,https://www.indiatoday.in/india/story/delhi-murder-case-sahil-boyfriend-sakshi-stabbing-knife-shahbad-dairy-police-park-2386740-2023-05-31,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202305/sahildelhimurder-sixteen_nine-_3.jpeg?VersionId=1HtjU5xuh6dYLR4uaQe5zLmmZ.nca9lh,2023-05-31T05:47:34Z,"By Himanshu Mishra: Sahil Khan, the 20-year-old accused who confessed to stabbing a 16-year-old girl to death, was seen roaming around the crime site in Rohini's Shahabad Dairy area in Delhi for arouâ€¦ [+2835 chars]",general,in
,,,"{'id': None, 'name': 'NDTV News'}",Press Trust of India,ICC Seeking Guarantee From PCB Over ODI World Cup Participation Amid Asia Cup Saga: Report - NDTV Sports,The development comes after PCB chief Najam Sethi made it clear that the team will not travel for the World Cup in India if the Rohit Sharma-led side doesn't visit Pakistan for the preceding Asia Cup.,https://sports.ndtv.com/cricket/icc-seeking-guarantee-from-pcb-over-odi-world-cup-participation-amid-asia-cup-saga-report-4081016,"https://c.ndtvimg.com/2023-02/gur38aag_india-pakistan-afp_625x300_16_February_23.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=675",2023-05-31T05:13:12Z,The International Cricket Council (ICC) chairman and CEO are in Lahore to seek guarantees from the PCB that it will not push for implementing a hybrid model for its matches in the ODI World Cup in Inâ€¦ [+2216 chars],general,in
,,,"{'id': None, 'name': 'NDTV News'}",,"""Boy Who Cried Wolf"": Anger In Seoul Over False N Korea Rocket Alert - NDTV","An emergency evacuation alert sent in error across Seoul over a North Korean rocket launch triggered widespread panic on Wednesday, crashing internet services and raising fears the government could not be trusted to handle a real crisis.",https://www.ndtv.com/world-news/boy-who-cried-wolf-anger-in-seoul-over-false-n-korea-rocket-alert-4081043,https://c.ndtvimg.com/2023-02/116b6nj8_north-korea-missile_625x300_18_February_23.jpg,2023-05-31T05:09:19Z,"he alert fiasco speaks to a constant security problem facing South Korea. (Representational)
Seoul: An emergency evacuation alert sent in error across Seoul over a North Korean rocket launch triggerâ€¦ [+4047 chars]",general,in
,,,"{'id': None, 'name': 'BusinessLine'}",BusinessLine,"Adani Transmission, Adani Total Gas shares slump on MSCI exit - BusinessLine",,https://www.thehindubusinessline.com/markets/adani-transmission-adani-total-gas-shares-slump-on-msci-exit/article66914534.ece,,2023-05-31T05:05:21Z,,general,in
,,,"{'id': None, 'name': 'Hindustan Times'}",Akanksha Agnihotri,"World No-Tobacco Day 2023: How smoking wreaks havoc on your skin, hair, and eyes - Hindustan Times","On World No-Tobacco Day, discover the dark side of smoking as we delve into how this unhealthy habit takes a toll on your skin, hair, and eyes. | Health",https://www.hindustantimes.com/lifestyle/health/world-no-tobacco-day-2023-how-smoking-wreaks-havoc-on-your-skin-hair-and-eye-health-101685506554696.html,https://www.hindustantimes.com/ht-img/img/2023/05/31/1600x900/daniel-monteiro-4KZ0iCFEG78-unsplash_1685508310450_1685508326327.jpg,2023-05-31T04:52:11Z,"World No Tobacco Day is an annual awareness campaign observed on May 31st, organized by the World Health Organization (WHO) and its partners. This day aims to raise awareness about the health risks aâ€¦ [+4088 chars]",general,in
,,,"{'id': None, 'name': 'Hindustan Times'}",HT Tech,"Asteroid 2012 KP24 on its way for close encounter with Earth, says NASA - HT Tech","A house-sized asteroid is hurtling towards Earth and could make a close approach as soon as today. NASA has revealed its details such as speed, distance, and more.",https://tech.hindustantimes.com/tech/news/asteroid-2012-kp24-on-its-way-for-close-encounter-with-earth-says-nasa-71685507896387.html,https://images.hindustantimes.com/tech/img/2023/05/31/1600x900/space-1728186_640_1685508037976_1685508045492.jpg,2023-05-31T04:41:13Z,Did you know that scientists study asteroids to learn more about the early solar system and the conditions that existed when the planets were forming? Asteroids can also provide valuable resources suâ€¦ [+2259 chars],general,in
,,,"{'id': None, 'name': 'Moneycontrol'}",Moneycontrol News,Analysts see 42% upside in Adani Ports but stock falls post Q4 results - Moneycontrol,"CLSA has maintained its â€˜buyâ€™ rating on the Adani Group company and hiked its target price to Rs 878 from 792. Meanwhile, Nomura has also retained its â€˜buyâ€™ call on the stock with a target price of Rs 1,025.",https://www.moneycontrol.com/news/business/markets/analysts-see-42-upside-in-adani-ports-but-stock-falls-post-q4-results-10705961.html,https://images.moneycontrol.com/static-mcnews/2019/02/Adani_Ports-770x433.jpg,2023-05-31T04:22:53Z,"Shares of Adani Ports and Special Economic Zone (ASPEZ) dropped 2 percent on May 31 despite an upbeat commentary from the analysts and company.
CLSA has maintained its buy rating on the Adani Group â€¦ [+2028 chars]",general,in
,,,"{'id': None, 'name': 'Livemint'}",Livemint,Apple unveils animated AR Easter egg with bubble-themed logo for WWDC 2023 | Mint - Mint,"Apple releases annual AR experience easter egg ahead of WWDC keynote event featuring a bubble-inspired theme with the Apple logo and date of June 5, 2023. WWDC event to unveil updates for various Apple products and potentially the AR/VR headset.",https://www.livemint.com/technology/apple-unveils-animated-ar-easter-egg-with-bubble-themed-logo-for-wwdc-2023-11685506175241.html,https://www.livemint.com/lm-img/img/2023/05/31/600x338/apple_logo_1685506639177_1685506649900.png,2023-05-31T04:18:15Z,"Apple has released its annual ""AR experience"" easter egg ahead of the WWDC keynote event scheduled for Monday, June 5. This year, Apple's WWDC 2023 imagery features a captivating bubble-inspired themâ€¦ [+1992 chars]",general,in
,,,"{'id': None, 'name': 'Zoom'}",TN Education Desk,"HSC Result 2023 GSEB Gujarat Board Commerce, Arts Stream Out Today, Bhuj District Tops, Complete List - Times Now","GSEB has declared the HSC Result 2023 for the Gujarat Board General Stream. The GSEB 12th Result 2023 for Arts and Commerce has been declared today, May 31, 2023. Students can read below to know how to check their Gujarat Board Result on gseb.org as well as tâ€¦",https://www.timesnownews.com/education/hsc-result-2023-gseb-gujarat-board-commerce-arts-stream-out-today-bhuj-district-tops-complete-list-article-100635347,"https://static.tnn.in/thumb/msid-100635347,updatedat-1685505455427,width-1280,height-720,resizemode-75/100635347.jpg",2023-05-31T03:57:35Z,"GSEB HSC Result 2023 Commerce, General Today on gseb.org, Check date, time here",general,in
,,,"{'id': None, 'name': 'VOGUE India'}",Snehaa Khanna Sahgal,"Gemini Horoscope Today: May 31, 2023 - VOGUE India","Read VOGUE India's free daily Gemini horoscope for 31st May, 2023 to learn more about what the stars have in store for you! Click here for our cosmic tips",https://www.vogue.in/horoscope/product/gemini-horoscope-today-may-31-2023/,https://media.vogue.in/wp-content/uploads/2019/12/Gemini-.jpg,2023-05-31T00:20:38Z,"Honour your sensitivities and trust what your emotions are relaying onto you, Gemini. Things may feel cryptic, and you may be feeling a little out of breath or even panic stricken, but pause and liteâ€¦ [+390 chars]",general,in
,,,"{'id': None, 'name': 'The Indian Express'}",The Indian Express,"Amit Shah asks groups in Manipur to keep peace for 15 days, hold talks - The Indian Express",,https://indianexpress.com/article/india/amit-shah-asks-groups-in-manipur-to-keep-peace-for-15-days-hold-talks-8637651/,,2023-05-30T22:32:53Z,,general,in
,,,"{'id': None, 'name': 'The Indian Express'}",Damini Nath,"Ad hoc additions to go, offices to run out of old Parliament complex: officials - The Indian Express","According to two sources associated with the project, the new building will take about a month more to be completed, likely in time for the Monsoon Session, which gets under way in July.",https://indianexpress.com/article/india/ad-hoc-additions-to-go-offices-to-run-out-of-old-parliament-complex-officials-8637721/,https://images.indianexpress.com/2023/05/parliament-l.jpg,2023-05-30T21:53:36Z,"On Tuesday, workers were seen putting finishing touches on the project. According to two sources associated with the project, the new building will take about a month more to be completed, likely in â€¦ [+2895 chars]",general,in
,,,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Sachin Parashar,"Amid strife in China, Pakistan ties, India to host virtual SCO meet - Times of India",India News: India had earlier invited leaders of all member-countries for the summit - the first under its presidency - that will be chaired by PM Narendra Modi.,https://timesofindia.indiatimes.com/india/amid-strife-in-china-pakistan-ties-india-to-host-virtual-sco-meet/articleshow/100631528.cms,"https://static.toiimg.com/thumb/msid-100637511,width-1070,height-580,imgsize-25384,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2023-05-30T19:45:00Z,"G-20 presidency belongs to entire nation, says PM Narendra ModiG-20 Presidency belongs to the entire nation and it presents an opportunity to showcase India to the world. There is global curiosity anâ€¦ [+157 chars]",general,in
,,,"{'id': None, 'name': 'Zoom'}","Times Now Digital, Shivani",'Corrupt': BJP Goes All Guns Blazing Against Those Backing Arvind Kejriwal On Delhi Posting Issue - Times Now,The BJP has criticised people supporting Delhi Chief Minister Arvind Kejriwal's opposition to the central ordinance on control over administrative services in Delhi.,https://www.timesnownews.com/india/corrupt-bjp-goes-all-guns-blazing-against-those-backing-arvind-kejriwal-on-delhi-posting-issue-article-100628564,"https://static.tnn.in/thumb/msid-100628564,updatedat-1685465798162,width-1280,height-720,resizemode-75/100628564.jpg",2023-05-30T16:56:38Z,"Bihar School Teacher Recruitment 2023: Notification for 1,70,461 Vacancies Released, Application from June",general,in
